isbn,title,author,description,category,price,language,total_pages,total_chapters,access_period_days
9788198661197,Protection of Trademarks: A Glimpse of Landmark Judgments,Arvind P Bhanu Prabhdeep Kaur Malhotra,"Protection of Trademarks: A Glimpse of Landmark Judgments delves deeply into the pivotal judgments shaping trademark law. The book meticulously navigates the intricate legal landscapes governing trademark protection, shedding light on landmark decisions that have shaped and continue to influence jurisprudence. The book offers a comparative perspective on how different legal systems address similar challenges. It underscores the evolving nature of trademark law as it grapples with the challenges posed by globalization, technological advancements, and the digital economy. The book explores a wide array of diverse and timely topics including the protection of non-conventional marks and trade dress, comparative advertising, the concept of deceptive similarity, and trademark infringement in the digital age. The book also addresses emerging issues such as cybersquatting, the role of blockchain technology, and the intersection of cultural heritage with trademark rights. Authored by seasoned professionals, scholars, and practitioners in the field, this book is an invaluable resource for understanding the complexities of trademark protection in an increasingly interconnected and digitalized world. An essential read for legal practitioners, academics, policymakers, students, and business professionals.",Law,995,English,428,,
9788198661142,The Art of Legal Writing (2/e),Richa Kacchwaha,"The Art of Legal Writing (Practicing Lawyers to Successful Professionals), first published in 2019, was meant to help young lawyers and law students make an impact with their writing. Understanding how the human mind absorbs information and applying those principles while writing were the key takeaways of the book. Given the lack of literature in India on the art and nuances of legal writing, the book attempted to fill the void. In recent years, the buzz around the evolving role of technology in legal practice has gained traction. The pace and extent to which technology is making an impact on the practice of law, particularly the developments in Artificial Intelligence (AI) legal tools, demands a new discussion. These advancements, their potential to alter the practice of law, as well as the pitfalls of over dependence on deep technology, have been extensively discussed in a new chapter introduced in this edition titled &ldquo;Artificial Intelligence in Law: A Turning Point or Hype.&rdquo; The author maintains the fine balance between the potential of AI to transform the practice of law and its limitations in handling critical legal work without lawyers&rsquo; supervision. This second edition will be valuable for lawyers and legal professionals looking to leverage AI to enhance efficiency without lowering the quality and integrity of their legal work.",Law,695,English,320,,
9788198751232,"Insight into the Bharatiya Nagarik Suraksha Sanhita, 2023 (set of 2 vols)",K K Khandelwal,"Insight into the Bharatiya Nagarik Suraksha Sanhita, 2023 - A Comprehensive Commentary & Analysis</strong> provides an indispensable guide to understanding and navigating this pivotal new legislation. The author brings his vast administrative experience and a practical viewpoint on implementing such sweeping reforms, and dissects complex provisions, making them accessible to a diverse audience. Replacing the outdated Code of Criminal Procedure (CrPC), the Bharatiya Nagarik Suraksha Sanhita, 2023 (BNSS) introduces crucial advancements, including the integration of electronic communication for legal processes, defined timelines for proceedings, provisions for trials in absentia, extended police custody with justification, and updated protocols for electronic evidence handling. It aims to foster a more just, efficient, and transparent criminal justice process by incorporating modern technology and reducing reliance on colonial-era laws. This comprehensive work meticulously explores the BNSS's thirty-nine chapters and 531 sections, organized into eighty thematic units to enhance coherence and clarity. It offers a vital comparative analysis with the former CrPC, highlighting what is new or altered, and incorporates relevant case laws to provide practical insights into how these laws are likely to be interpreted and applied. It is an essential read for practicing lawyers, legal academicians, members of the police and judiciary, law students, policymakers, scholars, and any citizen keen to understand the profound changes reshaping India's legal landscape. It serves as a definitive resource for navigating the complexities of this reform, enriching understanding, and inspiring thoughtful engagement with the future of law and justice in India.",Law,4995,English,2392,,
9788198874054,Handbook for Executive Magistrates,K K Khandelwal,"Handbook for Executive Magistrates aims to fill a long-standing void for a comprehensive and structured reference work concerning the roles, responsibilities, and powers of Executive Magistrates. The book comes at a critical juncture as Bharatiya Nagarik Suraksha Sanhita, 2023 (BNSS) replaces the Code of Criminal Procedure, 1973. Spanning over ten parts and forty-five chapters, the book provides an exhaustive exposition of law, practice, and jurisprudence applicable to Executive Magistrates. It covers every significant dimension of their role, including appointment, statutory powers, and quasi-judicial functions in areas such as preventive justice, security proceedings, inquests, dying declarations, and test identification parades. The book also delves into other crucial areas including the maintenance of public order, control of public nuisance, defamation, contempt, and disciplinary jurisdiction. The book is designed to be a handbook focusing on practical applicability. It achieves this by interspersing legal theory with Standard Operating Procedures (SOPs), actionable checklists, and ready-to-use formats for drafting orders and conducting proceedings. Covering landmark and critical case law, the book simplifies complex procedural requirements and offers conceptual clarity. The book will be a valuable manual for young officers, experienced administrators, academicians, trainers, public prosecutors, and senior civil servants.",Law,2495,English,1016,,
9788198661128,In Search of Courtroom Ethics,Dr B S Patil,"""No part of the law can be learnt exclusively through study – practise is always essential"". This profound truth lies at the heart of In Search of Courtroom Ethics, a unique part-memoir and part-guide-book that boldly addresses the familiar conflict between personal morality and professional ethics faced by every lawyer. Drawing inspiration from illuminating incidents like Sir Edward Marshall Hall's refusal to shake an acquitted client's hand—a gesture not ""included in the etiquette of the Bar""—this book masterfully weaves compelling narratives around vital legal principles. Readers will follow ""the Tusker,"" the author’s well-earned moniker reflecting their plain-speaking and adherence to the straight path of the law, gaining invaluable, non-textbook insight into the intricacies of the Indian legal system. Through thoughtful meditations and entertaining anecdotes ""ripped straight out of the strange and wonderful world of the trial courts,"" the author explores the nuanced interplay of duty, morality, skill, and deference crucial for a successful legal career. This is a book crafted not to spoon-feed information, but to encourage independent thought and create knowledge, leaving readers with questions that foster their own rumination. For practising lawyers, it offers a deep reflection on their craft; for law students, a forearmed glimpse into their future; and for the general reader, a fascinating window into the oftenopaque world of justice. As the author states, ethics are not taught in classrooms but are ""imparted through conduct, not instruction; through example and inspiration"".",Law,495,English,196,,
9788198874009,Bailed Out! Precept & Practice of Bail Jurisprudence,N Vijayaraghavan and Sharath Chandran,"Bailed Out! Precept & Practice of Bail Jurisprudence offers a comprehensive and assertive exploration of law of bail—an area of law that shapes the balance between liberty and justice. The book is based on the principle that ""bail is the rule, jail is the exception"". It connects this principle to the fundamental rights of life and liberty, rooted in the presumption of innocence, which states that an individual is considered innocent until proven guilty. The book traces its journey from the debates of the Constituent Assembly to the pressing challenges of today. It provides detailed insights into critical areas such as the principles of arrest and remand, the complexities of anticipatory bail, and the unique considerations for bail in economic offences, including those under the Prevention of Money Laundering Act. Additionally, it courageously addresses the ""Psychology and Trauma of the Jailed,"" advocating for systemic changes rather than superficial legal reforms to tackle the dilemmas within bail jurisprudence effectively. It is an indispensable resource for law students, practitioners, policy makers, and anyone concerned with the protection of personal liberty in a just society.",Law,695,English,284,,
9788198874092,"Insight into the Promotion and Regulation of Online Gaming Act, 2025",K K Khandelwal,"he Promotion and Regulation of Online Gaming Act, 2025 is a landmark law that confronts this challenge head-on. This timely and rigorous guide offers an essential map to the Act’s balanced architecture—promoting what builds skill and community, while prohibiting what harms families and the financial system. This book provides a clear, practice-ready framework for one of India’s most dynamic sectors. It meticulously unpacks the Act’s “bright line” approach: enabling and professionalising e-sports and safe social games while comprehensively banning stake-based “online money games” along with their advertising and payment channels. Inside, you will discover A Clear Operational Guide: Translate complex statutory language into actionable checklists and compliance playbooks for developers, platforms, investors, and payment intermediaries. Comprehensive Prohibition Architecture: Understand the complete ban on offering, advertising, and funding online money games, and the robust enforcement powers designed to close offshore loopholes and tackle illicit finance risks. Pathways for Growth and Innovation: Learn how the Act creates a stable legal environment to promote e-sports as a legitimate competitive sport and encourages the development of safe, age-appropriate social and educational games. Institutional Framework Explained: Gain insight into the role of the National Online Gaming Authority, the calibrated penalties for offenses, and the due-process safeguards that ensure fair and transparent implementation.",Law,695,English,202,,
9789395764599,"The Law Relating to The Code on Social Security, 2020: With Draft Central Rules, Notifications and Judgments",Saji Narayanan C K,"• The Law Relating to the Code on Social Security, 2020 is a comprehensive and authoritative examination of a historic reform that marks India’s bold stride toward universal social security. • Consolidating and amending nine central labour laws—including landmark schemes such as the Employees’ Provident Fund (EPF) and Employees’ State Insurance (ESI)—the Code streamlines and modernizes the country’s social security architecture. • This extensive volume offers meticulous, section-by-section analysis of key areas such as EPF, ESI, Gratuity, Maternity Benefit, and Employee’s Compensation. • The Code significantly expands social protection by extending coverage to Unorganised Workers, Gig Workers, and Platform Workers, with provisions mandating aggregator contributions to the Social Security Fund based on annual turnover. • The book also incorporates the latest Draft Central Rules and Notifications for ready reference. • Rich with distilled insights from important Supreme Court and High Court judgments—particularly valuable where the Code mirrors earlier laws—this commentary serves as an indispensable resource for the legal fraternity, labour courts and tribunals, HR professionals, trade unions, employer organisations, and academia seeking clarity on the evolving framework of social security in India.",Law,1895,English,926,,
9789395764568,"The Law Relating to The Occupational Safety, Health and Working Conditions Code, 2020: With Draft Central Rules, Notifications and Judgments",Saji Narayanan C K,"• The Occupational Safety, Health and Working Conditions Code, 2020 (OSH & WC Code) represents a watershed reform in India’s labour framework. • By consolidating thirteen diverse labour laws and reducing 622 provisions into a streamlined set of 134, the Code ushers in a modern, coherent structure for safeguarding workplace safety and well-being. • It extends occupational safety and health requirements to nearly all establishments employing ten or more workers—including those in the service sector—and applies these protections universally wherever hazardous or life threatening activities are undertaken. • Strengthening worker rights at their core, the Code makes it mandatory for employers to issue appointment letters and empowers every employee to participate actively in improving safety and health standards at the workplace. • The Law Relating to the Occupational Safety, Health and Working Conditions Code, 2020 provides an exhaustive, section-wise commentary enriched with decisions from courts across India. • The book also includes a detailed comparative chart juxtaposing the Code’s provisions with the repealed laws, offering valuable clarity on the transition to the new regime. • Comprehensive and authoritative, this volume is an indispensable resource for judges, lawyers, corporate management, students, and trade union leaders seeking to navigate India’s transformed occupational safety and working conditions landscape.",Law,995,English,510,,
9789395764575,"The Law Relating to The Industrial Relations Code, 2020: With Draft Central Rules, Orders, Notifications and Judgments",Saji Narayanan C K,"• The Law Relating to Industrial Relations Code, 2020 is a comprehensive volume that offers an authoritative and contemporary examination of one of India’s most far-reaching labour reforms. • The Industrial Relations Code, 2020 consolidates and modernizes three foundational laws—the Industrial Disputes Act, 1947; the Industrial Employment (Standing Orders) Act, 1946; and the Trade Unions Act, 1926—streamlining the industrial relations framework for a rapidly evolving, technology-driven economy. • The Code introduces several progressive changes, including single registration for establishments, rationalized thresholds for lay-off and retrenchment, fixed-term employment, and strengthened frameworks for trade unions, dispute settlement, and worker grievance redressal. • It also establishes a unified Industrial Tribunal with the power to grant interim relief and creates a Worker Re-Skilling Fund to support retrenched employees. • With clear, section-wise analysis enriched by the essence of key judicial decisions, this book serves as an indispensable guide for legal professionals, HR practitioners, employers, and academics seeking a deep understanding of the Industrial Relations Code, 2020 and its practical implications.",Law,1895,English,980,,
9789395764582,"The Law Relating to The Code on Wages, 2019: With Draft Central Rules, Notifications and Judgments",Saji Narayanan C K,"• The Law Relating to The Code on Wages, 2019 delivers a meticulous, section-wise commentary enriched with judicial pronouncements, constitutional insights, and practical perspectives. • The Code on Wages, 2019 represents a defining moment in India’s labour law landscape, bringing together four foundational statutes - the Payment of Wages Act, 1936; Minimum Wages Act, 1948; Payment of Bonus Act, 1965; and Equal Remuneration Act, 1976 into a unified, modern framework. • Designed to promote livelihood security, productive employment, and equitable growth, the Code reshapes wage regulation for the nation’s workforce. • Extending minimum wage protection to nearly all employees, including those in supervisory and managerial roles, the Code introduces a pioneering statutory floor wage that no State may breach. • It widens the scope of “wage” to cover key allowances and strengthens social justice by expanding the claim limitation period from six months to three years and enforcing strict gender-neutrality across recruitment and employment conditions. • Comprehensive and authoritative, this volume is an essential resource for policymakers, legal professionals, trade unions, HR leaders, and anyone seeking to navigate India’s transformed wage ecosystem.",Law,795,English,298,,
9788199305243,A Treatise on the Black Money Act of India – Law Practice & Jurisprudence,CA T P Ostwal and CA Kush Vatsaraj,"Inside, you will find practical strategies, sample questions with high-scoring model answers, mind maps, and checklists to ensure full readiness. The content systematically guides you through tackling personal, current aﬀairs, situational, and tricky questions, helping you showcase decision-making and ethical judgment.",Law,2495,English,884,,
9789389176803,"A Treatise and Commentary on Digital Personal Data Protection Act, 2023",Dr K K Khandelwal & Apoorva Kumar Singh,"A Treatise and Commentary on Digital Personal Data Protection Act, 2023 is a definitive guide to India’s transformative privacy law, balancing individual rights with technological and economic progress. The authors meticulously dissect each section, providing detailed commentary and critical appraisal of the legal framework and operational mechanics. The treatise offers comprehensive analysis of legislative milestones and data privacy evolution, weaving in comparative insights from international regimes like GDPR. It presents balanced critique, examining the Act’s strengths while highlighting challenges in cross-border transfers and government exemptions, alongside practical compliance guidelines. Essential for data protection officers, legal practitioners, adjudication officers, policymakers, academics, and data fiduciaries, this book equips readers with necessary knowledge and tools for implementing the DPDP Act effectively.",Law,1595,English,702,,
9788199888142,"Insights into the Protection of Children from Sexual Offences Act, 2012",Dr Prabhat Kumar & Dr K K Khandelwal,"The Protection of Children from Sexual Offences Act, 2012 (POCSO) stands as a landmark legislative affirmation of this duty, recognizing children as rights-holders entitled to safety, dignity, and a fear-free childhood. In Insights into the Protection of Children from Sexual Offences Act, 2012, the authors provide a structured and systematic guide designed to bridge the gap between bare legal provisions and the everyday realities of the criminal justice system. This comprehensive volume offers: • A section-wise, reader-friendly presentation of the POCSO framework. • Practical guidance for stakeholders, including police officers, medical professionals, prosecutors, and judges, to ensure child-friendly procedures. • An emphasis on minimizing trauma and preventing re-victimization through sensitive investigation and trial management. • Insights into the constitutional context and judicial interpretations that shape the application of the Act. Whether you are a legal practitioner, a student of law, or a professional entrusted with child welfare, this book serves as an indispensable resource for translating legal intent into consistent, humane, and effective practice.",Law,1845,English,734,,
9788198874023,ARTIFICIAL INTELLIGENCE AND INTELLECTUAL PROPERTY RIGHTS Navigating Emerging Challenges,Prof (Dr) Manish Singh and Dr Vikas Bhati,"As Artificial Intelligence continues to blur the boundaries between human imagination and machine precision, Artificial Intelligence and Intellectual Property Rights: Navigating Emerging Challenges brings together a rich collection of voices to explore one of the most fascinating legal questions of our time — who truly owns creativity in the age of algorithms? Written by both emerging and established scholars from across India, this volume examines how AI is transforming the traditional landscapes of copyright, patents, and trademarks. From questions of authorship in machine-made art and the rise of deepfakes to the legal challenges of large language models and AI inventorship, the book offers fresh and timely reflections on how law, technology, and human creativity can coexist in an increasingly digital world. Accessible yet deeply researched, this collection is a must-read for students, practitioners, policymakers, and anyone curious about how law will evolve in a world where machines create, learn, and innovate alongside humans.",Law,695,English,244,,
